Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,No of Investors
17/04/2017,LENDINGKART,CONSUMER INTERNET,LENDING PLATFORM FOR SMALL BUSINESSES,AHMEDABAD,ANICUT CAPITAL,PRIVATE EQUITY,4650000,1
15/04/2017,MYLY,CONSUMER INTERNET,MOBILE APP FOR SCHOOLS,JAIPUR,MALL INDUSTRIES DEVELOPMENT BANK OF INDIA (SIDBI),SEED FUNDING,310000,1
14/04/2017,OLA CABS,CONSUMER INTERNET,CAB AGGREGATOR APP,BENGALURU,SIMI PACIFIC PTE,PRIVATE EQUITY,260000000,1
13/04/2017,WEAREHOLIDAYS,CONSUMER INTERNET,TRAVEL PACKAGES AND PLANNER MARKETPLACE,GURUGRAM,"URRSHILA KERKAR,",PRIVATE EQUITY,7700000,2
12/04/2017,CLOVIA,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE LINGERIE AND SLEEPWEAR ETAILER,NEW DELHI,"IVYCAP VENTURES ADVISORS, SINGULARITY VENTURES AND RAVI DHARIWAL",PRIVATE EQUITY,4000000,2
12/04/2017,EMIZA,LOGISTICS SERVICE PROVIDER MARKETPLACE,THIRD PARTY LOGISTICS PROVIDER,MUMBAI,"MAYFIELD, NISHANT RAO, DILEEP NATH",PRIVATE EQUITY,4500000,3
12/04/2017,HACKEREARTH,CONSUMER INTERNET,ONLINE SKILL ASSESSMENT PLATFORM,BENGALURU,"DHI GROUP INC, PRIME VENTURE PARTNERS, BEENEXT, BEENOS, DIGITAL GARAGE, BIZREACH",PRIVATE EQUITY,4500000,6
12/04/2017,SQUADRUN,TECHNOLOGY,SOFTWAREASASERVICE PLATFORM,NOIDA,"BLUME VENTURES, CONTRARIAN CAPITAL, 91SPRINGBOARD, EMERGENT VENTURES, ABSTRACT VENTURES, ANTHILL VENTURES, AXILOR VENTURES",PRIVATE EQUITY,2100000,7
11/04/2017,NINJACART,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,B2B AGRIMARKETING PLATFORM,BENGALURU,"ACCEL PARTNERS, NANDAN NILEKANI X80X99S NRJN TRUST, MISTLETOE, QUALCOMM VENTURES, MANDS PARTNERS",PRIVATE EQUITY,5500000,5
11/04/2017,MERGERWARE,TECHNOLOGY,SOFTWARE SOLUTIONS FOR MANDAS,BENGALURU,PHILIPPE BOUCHET,SEED FUNDING,100000,1
10/04/2017,OMNIFY,TECHNOLOGY,SAAS PLATFORM FOR SMES,BENGALURU,"RAJAN ANANDAN, L.D SHARMA, SAURABH ARORA",SEED FUNDING,150000,3
10/04/2017,CAPITAL FLOAT,CONSUMER INTERNET,ONLINE LENDING PLATFORM FOR SME,BENGALURU,MAHINDRA AND MAHINDRA FINANCIAL SERVICES,PRIVATE EQUITY,2300000,1
08/04/2017,FASTFOX,CONSUMER INTERNET,ONLINE RENTAL DISCOVERY PLATFORM,GURUGRAM,"LIGHTSPEED INDIA PARTNERS, BLUME VENTURES, CYBERAGENT VENTURES, GROWX VENTURES, IMJ INVESTMENT PARTNERS",PRIVATE EQUITY,4600000,5
07/04/2017,PHARMEASY,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE PHARMACY AND HEALTH MARKETPLACE,MUMBAI,"BESSEMER VENTURE PARTNERS, ORIOS VENTURE PARTNERS, TRIFECTA CAPITAL,",PRIVATE EQUITY,18000000,4
06/04/2017,MEDWELL VENTURES,HEALTHCARE SERVICES DISCOVERY PLATFORM,HOMEBASED HEALTHCARE PROVIDER,BENGALURU,"MAHINDRA PARTNERS, EIGHT ROADS VENTURES, FPRIME CAPITAL PARTNERS",PRIVATE EQUITY,21000000,3
06/04/2017,MECH MOCHA,CONSUMER INTERNET,MOBILE GAMING STARTUP,BENGALURU,"ACCEL PARTNERS, SHUNWEI CAPITAL",PRIVATE EQUITY,5000000,2
05/04/2017,FINGERLIX,CONSUMER INTERNET,FOOD DELIVERY PLATFORM,MUMBAI,ZEPHYR PEACOCK INDIA,PRIVATE EQUITY,3000000,1
04/04/2017,WAYCOOL,FOOD AND BEVERAGES,FRESHPRODUCE DISTRIBUTION PLATFORM,CHENNAI,ASPADA INVESTMENTS,PRIVATE EQUITY,2700000,1
04/04/2017,PERFIOS,TECHNOLOGY,FINTECH SOLUTIONS,BENGALURU,"BESSEMER VENTURE PARTNERS, ORIOS VENTURE PARTNERS, TRIFECTA CAPITAL,",PRIVATE EQUITY,6100000,4
04/04/2017,WHATFIX,TECHNOLOGY,INTERACTIVE TECHSUPPORT GUIDES,BENGALURU,"STELLARIS VENTURE PARTNERS, HELION VENTURE PARTNERS, POWERHOUSE VENTURES, GOKUL RAJARAM, GIRISH MATHRUBOOTHAM, ANEESH REDDY, VISPI DAVER",PRIVATE EQUITY,3690000,7
04/04/2017,ELASTIRUN,TECHNOLOGY,APP BASED LOGISTICS AND DISTRIBUTION PLATFORM,PUNE,"KALAARI CAPITAL, NORWEST VENTURE PARTNERS",PRIVATE EQUITY,7000000,2
04/04/2017,TRUKKY,CONSUMER INTERNET,ONLINE TRUCK AGGREGATOR AND BOOKING PLATFORM,AHMEDABAD,"KEYUR JOSHI, PAVAN BAKERI",SEED FUNDING,500000,2
04/04/2017,KONSULT APP,CONSUMER INTERNET,APP BASED DOCTOR CONSULTING PLATFORM,NEW DELHI,"KOEN BOUWERS, LOMESH AGARWAL, JEROEN MENSEN, PABLO VAN DEN BOSCH AND OTHERS",SEED FUNDING,500000,4
03/04/2017,ERUDITUS,EDUCATION CONTENT PROVIDER,EXECUTIVE EDUCATION PROVIDER,MUMBAI,"BERTELSMANN INDIA INVESTMENTS, NIRVANA DIGITAL INDIA FUND, NIRVANA DIGITAL INVESTMENT HOLDING, 500 STARTUPS",PRIVATE EQUITY,8200000,4
03/04/2017,HEALTHCARE AT HOME,HEALTHCARE SERVICES DISCOVERY PLATFORM,HOME HEALTHCARE PROVIDER,NOIDA,QUADRIA CAPITAL ADVISORS,PRIVATE EQUITY,40000000,1
01/04/2017,CASHE,CONSUMER INTERNET,ONLINE AND MOBILE BASED LENDING PLATFORM,MUMBAI,"MATHEW CYRIAC, FLORINTREE ADVISORS,",PRIVATE EQUITY,3800000,3
31/03/2017,JHAKAAS,CONSUMER INTERNET,OFFLINE BUSINESS AGGREGATOR APP,MUMBAI,"MALINI PATEL, STELCORE MANAGEMENT SERVICES, ANJANI PRASAD",SEED FUNDING,155000,3
31/03/2017,ORIANO SOLAR,TECHNOLOGY,TURNKEY SOLAR SOLUTIONS,MUMBAI,SAMRIDHI FUND,PRIVATE EQUITY,3000000,1
31/03/2017,BIGBASKET,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE GROCERY AND FOOD STORE,BENGALURU,"TRIFECTA CAPITAL ADVISORS LLP, PRATHITHI INVESTMENT TRUST, RNT CAPITAL, GOKUL RAJARAM, ADITYA AGARWAL, RUCHI SANGHVI AND OTHERS",PRIVATE EQUITY,7000000,6
31/03/2017,ICERTIS,TECHNOLOGY,ERP SOLUTIONS PROVIDER,PUNE,"B CAPITAL GROUP, IGNITION PARTNERS, GREYCROFT, E.VENTURES, EIGHT ROADS VENTURES",PRIVATE EQUITY,25000000,5
29/03/2017,ITHAKA,CONSUMER INTERNET,VACATION TRIP PLANNING PLATFORM,MUMBAI,"ANKIT GUPTA, PUNEET MOTIHAR",SEED FUNDING,325000,2
29/03/2017,PERPULE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,SELFCHECKOUT ECOMMERCE APP,BENGALURU,KSTART CAPITAL,SEED FUNDING,650000,1
29/03/2017,LICIOUS,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE MEAT ORDERING PLATFORM,BENGALURU,"MAYFIELD INDIA, 3ONE4 CAPITAL, SISTEMA ASIA FUND, NEOPLUX TECHNOLOGY FUND",PRIVATE EQUITY,10000000,4
29/03/2017,MEDINFI,CONSUMER INTERNET,DOCTOR AND HOSPITAL SEARCH PLATFORM,BENGALURU,"VINOD MARTIN, HEMANT KAUL, PROF. RAM KUMAR KAKANI AND OTHERS",SEED FUNDING,50000,3
28/03/2017,FYND,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE FASHION MARKETPLACE,MUMBAI,"VENTURE CATALYSTS, ALFA CAPITAL, GREEN SHOTS CAPITAL, REAL TIME VENTURES",PRIVATE EQUITY,500000,4
28/03/2017,DONETHING,CONSUMER INTERNET,ONDEMAND PERSONAL ASSISTANT SERVICE,GURUGRAM,"BRAND CAPITAL, SIDDHIVINAYAK SKYSCRAPERS, DINESH R. CHALLA",PRIVATE EQUITY,300000,3
24/03/2017,BIZOM,TECHNOLOGY,SUPPLY CHAIN AUTOMATION PLATFORM,BENGALURU,OJAS VENTURES,SEED FUNDING,382000,1
24/03/2017,DELHIVERY,TECHNOLOGY,TECH ENABLED FULFILMENT AND LOGISTICS SOLUTIONS,NEW DELHI,"CARLYLE GROUP, TIGER GLOBAL",PRIVATE EQUITY,100000000,2
23/03/2017,IXIGO,CONSUMER INTERNET,ONLINE TRAVEL SEARCH ENGINE,GURUGRAM,"SEQUOIA CAPITAL, KINZON CAPITAL",PRIVATE EQUITY,15000000,2
23/03/2017,MARKETS AND MARKETS,TECHNOLOGY,MARKETING RESEARCH COMPANY,PUNE,"FTV CAPITAL, ZODIUS CAPITAL",PRIVATE EQUITY,56000000,2
22/03/2017,HAQDARSHAK,CONSUMER INTERNET,TECHENABLED SOCIAL ENTERPRISE,BENGALURU,"RAVI SAXENA, SANDEEP RAJU,",SEED FUNDING,191000,3
21/03/2017,FLIPKART ,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ECOMMERCE MARKETPLACE,BENGALURU,"MICROSOFT, EBAY, TENCENT HOLDINGS",PRIVATE EQUITY,1400000000,3
21/03/2017,AIRPAY,TECHNOLOGY,ONLINE PAYMENT GATEWAY,MUMBAI,"KALAARI CAPITAL, RAKESH AND RAJESH JHUNJHUNWALA",PRIVATE EQUITY,3670000,2
21/03/2017,MYGLAMM,CONSUMER INTERNET,ONDEMAND BEAUTY SERVICES,MUMBAI,L X80X99OCCITANE,PRIVATE EQUITY,5300000,1
16/03/2017,MPAANI,CONSUMER INTERNET,LOYALTY REWARDS APP,MUMBAI,"IDG VENTURES, BLUME VENTURES, SAHA FUND,",PRIVATE EQUITY,1350000,4
16/03/2017,POPXO ,CONSUMER INTERNET,DIGITAL MEDIA PUBLICATION FOR WOMEN,NEW DELHI,"GREE VENTURES, KALAARI CAPITAL AND IDG VENTURES INDIA, SUMMIT MEDIA, ATUL GOEL, AND GURPREET SINGH",PRIVATE EQUITY,3100000,5
16/03/2017,FITSO,CONSUMER INTERNET,FITNESS MOBILE APP,GURUGRAM,"SUJEET KUMAR, BHUPENDER SINGH, YASHISH DHAIYA",SEED FUNDING,200000,3
15/03/2017,LATESTONE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,TECH ACCESSORIES ETAILER,HYDERABAD,"FLORINTREE, MATHEW CYRIAC, CHIDAMBARAM PALANIAPPAN, BHARAT SHETH",PRIVATE EQUITY,3350000,4
15/03/2017,FRAPPERZ,CONSUMER INTERNET,ONDEMAND HOME SERVICES PROVIDER,KOLKATA,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,100000,1
10/03/2017,PEEBUDDY,HEALTHCARE SERVICES DISCOVERY PLATFORM,FEMALE HYGIENE PRODUCT MANUFACTURER,NEW DELHI,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,443000,4
10/03/2017,LAVELLE NETWORKS,TECHNOLOGY,SDN SOLUTIONS,BENGALURU,IDEASPRING CAPITAL,SEED FUNDING,600000,1
09/03/2017,APPBROWZER,CONSUMER INTERNET,INSTANT MOBILE APPS STORE,BENGALURU,DEEPAK GURNANI,SEED FUNDING,500000,1
09/03/2017,MAGICBRICKS,CONSUMER INTERNET,ONLINE REAL ESTATE PORTAL,MUMBAI,TIMES INTERNET LTD,PRIVATE EQUITY,4500000,1
08/03/2017,RIVIGO,LOGISTICS SERVICE PROVIDER MARKETPLACE,TECHNOLOGY ENABLED LOGISTICS COMPANY,GURUGRAM,PRIVATE SECTOR BANKS (DEBT FUNDING),PRIVATE EQUITY,15000000,1
08/03/2017,PIPECANDY,TECHNOLOGY,INTELLIGENT SALES PROSPECTING PLATFORM,CHENNAI,"IDG VENTURES, AXILOR VENTURES, EMERGENT VENTURES, INDIAN ANGEL NETWORK",SEED FUNDING,1100000,4
08/03/2017,SUPR DAILY,CONSUMER INTERNET,SUBSCRIPTION BASED HOME DELIVERY PLATFORM,MUMBAI,"Y COMBINATOR, KHOSLA VENTURES, VY CAPITAL AND OTHERS",SEED FUNDING,120000,3
07/03/2017,AGROSTAR,TECHNOLOGY,DIRECTTOFARMER MOBILEBASED RETAIL PLATFORM,PUNE,"ACCEL PARTNERS, IDG VENTURE, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR VENTURES AND BINNY BANSAL",PRIVATE EQUITY,10000000,6
07/03/2017,ZAPR,TECHNOLOGY,"DSP, TV ANALYTICS AND CROSSPLATFORM ADVERTISING",BENGALURU,STAR INDIA PVT LTD,PRIVATE EQUITY,10000000,1
07/03/2017,DATA RESOLVE,TECHNOLOGY,CYBER SECURITY SOLUTIONS USING AI,NOIDA,IDFC PARAMPARA EARLY STAGE OPPORTUNITIES FUND,PRIVATE EQUITY,1000000,1
07/03/2017,BOOK SERVICING,CONSUMER INTERNET,ONLINE VEHICLE SERVICES BOOKING PLATFORM,NEW DELHI,NATIONAL SCIENCE AND TECHNOLOGY ENTREPRENEURSHIP DEVELOPMENT BOARD,SEED FUNDING,30000,1
07/03/2017,BLOWHORN,CONSUMER INTERNET,INTRACITY LOGISTICS PROVIDER,BENGALURU,"IDG VENTURES INDIA, MICHAEL AND SUSAN DELL FOUNDATION, DRAPER ASSOCIATES, UNITUS SEED FUND",PRIVATE EQUITY,3650000,4
06/03/2017,JUNO CLINIC,CONSUMER INTERNET,ONLINE COUNSELING PLATFORM,MUMBAI,ATUL NISHAR,SEED FUNDING,1200000,1
06/03/2017,SUMMERLABEL,CONSUMER INTERNET,FASHION AND LIFESTYLE DISCOVERY PLATFORM,GURUGRAM,"ANEESH SETH, TUSHAR MITTAL",SEED FUNDING,150000,2
06/03/2017,PICKME,CONSUMER INTERNET,GADGET INSURANCE AND REPAIR SERVICES PLATFORM,MUMBAI,SIDBI VENTURE CAPITAL FUND,PRIVATE EQUITY,1790000,1
04/03/2017,IGENETICS,HEALTHCARE SERVICES DISCOVERY PLATFORM,HEALTH DIAGNOSTIC SOLUTIONS,MUMBAI,CDC GROUP PLC,PRIVATE EQUITY,19500000,1
03/03/2017,TYDY,TECHNOLOGY,EMPLOYEE ONBOARDING AND ENGAGEMENT PLATFORM,BENGALURU,"BHUPEN SHAH, JAYESH PAREKH, SANJAY SATHE",SEED FUNDING,275000,3
03/03/2017,OHO SHOP,TECHNOLOGY,ECOMMERCE MOBILE APP BUILDER,AHMEDABAD,"BENNETT, COLEMAN AND COMPANY LTD",PRIVATE EQUITY,6700000,2
03/03/2017,PAYTM MARKETPLACE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ECOMMERCE MARKETPLACE,BENGALURU,"ALIBABA, HELION VENTURE PARTNERS, BESSEMER VENTURE PARTNERS, ASCENT CAPITAL",PRIVATE EQUITY,200000000,4
02/03/2017,CELES CARE,CONSUMER INTERNET,WOMEN HEALTHCARE AND INFORMATION PORTAL,HYDERABAD,"VENTUREAST, ENDIYA PARTNERS, EIGHT ROADS VENTURES, FPRIME CAPITAL PARTNERS",PRIVATE EQUITY,1500000,4
02/03/2017,KAROMI,TECHNOLOGY,PACKAGING ARTWORK MANAGEMENT SOFTWARE,CHENNAI,IDEASPRING CAPITAL,SEED FUNDING,500000,1
02/03/2017,RED CARPET,CONSUMER INTERNET,MICRO LENDING PLATFORM FOR ECOMMERCE PURCHASES,GURUGRAM,"LIGHTSPEED VENTURE PARTNERS INDIA, LIGHTSPEED US",PRIVATE EQUITY,2500000,2
02/03/2017,CREDITMANTRI,CONSUMER INTERNET,ONLINE CREDIT SCORE AND LENDING PLATFORM,CHENNAI,QUONA CAPITAL MANAGEMENT,PRIVATE EQUITY,7600000,1
01/03/2017,OLA CABS,CONSUMER INTERNET,APP BASED CAB AGGREGATOR,BENGALURU,SOFTBANK GROUP CORP,PRIVATE EQUITY,330000000,1
01/03/2017,BELONG,CONSUMER INTERNET,ONLINE JON PORTAL,BENGALURU,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,10000000,7
28/02/2017,NEOSTENCIL,CONSUMER INTERNET,LIVE ONLINE COACHING CLASSES,NEW DELHI,"BRAND CAPITAL, PARAGON TRUST",PRIVATE EQUITY,1000000,2
28/02/2017,BLACKBUCK,LOGISTICS SERVICE PROVIDER MARKETPLACE,ONLINE FREIGHT AGGREGATOR,BENGALURU,"SANDS CAPITAL, IFC, ACCEL PARTNERS, FLIPKART, SANJIV RANGRASS",PRIVATE EQUITY,70000000,5
27/02/2017,BIRYANI BY KILO,CONSUMER INTERNET,ONLINE FOOD ORDERING AND DELIVERY PORTAL,GURUGRAM,"CHANDIGARH ANGELS, ASHISH GUPTA, ROHIT, ASHISH CHAND, SUNIL SINGH AND OTHERS",SEED FUNDING,375000,5
27/02/2017,JOHARI SHOP,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE JEWELLERY ETAILER,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,94000,1
23/02/2017,GET MY PARKING,CONSUMER INTERNET,SMART PARKING PLATFORM,NEW DELHI,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",PRIVATE EQUITY,1100000,4
22/02/2017,VEBBLER,CONSUMER INTERNET,PHOTO SHARING FOR GROUPS,BENGALURU,FACEBOOK FBSTART,SEED FUNDING,40000,1
21/02/2017,TRUE BALANCE,CONSUMER INTERNET,MOBILE BALANCE CHECKING APP,GURUGRAM,"SOFTBANK VENTURES KOREA, IMM INVESTMENT",PRIVATE EQUITY,15000000,2
20/02/2017,FLIPKART ,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE MARKETPLACE FOR MULTIBRAND BEAUTY COSMETIC AND WELLNESS PRODUCTS,BENGALURU,"BENNETT, COLEMAN AND CO. LTD (BCCL)",PRIVATE EQUITY,38700000,2
18/02/2017,BLOOD N CARE,CONSUMER INTERNET,FIRST AID CARE APP,GURUGRAM,FACEBOOK FBSTART,SEED FUNDING,40000,1
17/02/2017,IMAGINATE,TECHNOLOGY,AR AND VR PLATFORM,HYDERABAD,"SRI CAPITAL, WATERBRIDGE VENTURES AND THINKUVATE",SEED FUNDING,500000,2
17/02/2017,THE KEN,CONSUMER INTERNET,ONLINE MEDIA PLATFORM,BENGALURU,"APRAMEYA RADHAKRISHNA, DEEPAK NATRAJ, GIRISH MATHRUBOOTHAM, MAHESH MURTHY, PALLAV NADHANI, PAVAN ONGOLE, SANDEEP MATHUR, VIJAY SHEKHAR SHARMA AND OTHERS",SEED FUNDING,400000,8
17/02/2017,URBAN LADDER,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE FURNITURE STORE,BENGALURU,"KALAARI CAPITAL, SAIF PARTNERS, STEADVIEW CAPITAL, SEQUOIA CAPITAL",PRIVATE EQUITY,15200000,4
17/02/2017,LEOPETRA,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,SOLUTION PROVIDER FOR PET NEEDS,MUMBAI,FACEBOOK FBSTART,SEED FUNDING,40000,1
16/02/2017,TRUEBIL,CONSUMER INTERNET,ONLINE MARKETPLACE FOR USED CARS,MUMBAI,"SHUNWEI CAPITAL, TUSCAN VENTURES, ASHISH GOENKA, VC FIRMS INDIA QUOTIENT AND KAE CAPITAL",PRIVATE EQUITY,3000000,4
16/02/2017,YOURSTORY,CONSUMER INTERNET,ONLINE MEDIA PLATFORM,BENGALURU,"KALAARI CAPITAL PARTNERS, QUALCOMM, 3ONE4 CAPITAL ADVISORS, UCRNT",PRIVATE EQUITY,3000000,4
15/02/2017,ZESTMONEY,CONSUMER INTERNET,ONLINE CONSUMER LENDING PLATFORM,BENGALURU,"PAYU, RIBBIT CAPITAL, OMIDYAR NETWORK",PRIVATE EQUITY,6500000,3
15/02/2017,AIRZAAR,TECHNOLOGY,DRONE OPERATIONS MANAGEMENT PLATFORM,MISSOURIE,QUAKE CAPITAL,SEED FUNDING,350000,1
14/02/2017,GOBUMPR,CONSUMER INTERNET,ONLINE BIKE AND CAR SERVICES PROVIDER,CHENNAI,"MAHALINGAM K, GIRISH MATHRUBOOTHAM",SEED FUNDING,300000,2
14/02/2017,CCAVENUE,CONSUMER INTERNET,ONLINE PAYMENT GATEWAY,MUMBAI,"INFIBEAM, CCAVENUE",PRIVATE EQUITY,22400000,2
13/02/2017,SIGTUPLE,TECHNOLOGY,MEDICAL AUTOMATION PLATFORM,BENGALURU,"ACCEL PARTNERS, IDG VENTURES, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR PARTNERS",PRIVATE EQUITY,5800000,6
13/02/2017,FLUTURA,TECHNOLOGY,DECISION SCIENCES ANALYTICS SOLUTIONS,BENGALURU,"VERTEX VENTURES, LUMIS PARTNERS",PRIVATE EQUITY,7500000,2
13/02/2017,WASSUP,CONSUMER INTERNET,ON DEMAND LAUNDRY AND DRY CLEANING SERVICES,CHENNAI,ANIL JAIN AND OTHER HNIS,PRIVATE EQUITY,3200000,1
13/02/2017,BETTER MORTGAGE,CONSUMER INTERNET,MORTGAGE OFFERING PLATFORM,GURUGRAM,"KLEINER PERKINS, GOLDMAN SACHS, PINE BROOK",PRIVATE EQUITY,15000000,3
13/02/2017,NURTUREY,CONSUMER INTERNET,PARENTING MOBILE APP,NEW DELHI,MOHIT JOSHI AND OTHERS,SEED FUNDING,330000,1
13/02/2017,FYLE TECHNOLOGIES,TECHNOLOGY,EXPENSE MANAGEMENT SOLUTION,BENGALURU,PRAVEGA VENTURES AND BEENEXT,SEED FUNDING,400000,1
10/02/2017,48EAST,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE FOOD DELIVERY PLATFORM,BENGALURU,AL DHAHERI FAMILY,PRIVATE EQUITY,500000,1
09/02/2017,VOONIK,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,WOMEN APPAREL AND LIFESTYLE ETAILER,BENGALURU,"RB INVESTMENTS, SEQUOIA CAPITAL",PRIVATE EQUITY,6000000,2
09/02/2017,WOOPLR ,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,WOMEN FASHION PORTAL,BENGALURU,"SISTEMA ASIA FUND, AMEREUS GROUP, HELION VENTURES",PRIVATE EQUITY,8000000,3
08/02/2017,WANDERTRAILS,CONSUMER INTERNET,"ONLINE TRAVEL, ADVENTURE AND ACTIVITIES PORTAL",BENGALURU,"EARLSFIELD CAPITAL, SAILENDER SOLANKI, RAJIV SOLANKI",SEED FUNDING,1000000,3
08/02/2017,ZENATIX,TECHNOLOGY,IOT BASED ENERGY MONITORING AND CONTROL,GURUGRAM,"PI VENTURES, BLUME VENTURES",PRIVATE EQUITY,1200000,2
08/02/2017,CARTRADE,CONSUMER INTERNET,AUTOMOBILE CLASSIFIEDS PORTAL,MUMBAI,"TEMASEK HOLDINGS, MARCH CAPITAL, WARBURG PINCUS",PRIVATE EQUITY,55000000,3
08/02/2017,EDUREV,CONSUMER INTERNET,ONLINE EDUCATION PORTAL,GURUGRAM,FACEBOOK FB START PROGRAMME,SEED FUNDING,40000,1
07/02/2017,INNER HOUR,CONSUMER INTERNET,ONLINE COUNSELLING PLATFORM,MUMBAI,"BATLIVALA AND KARANI SECURITIES, VENTURE WORKS",SEED FUNDING,450000,2
07/02/2017,TRAVEL TRIANGLE,CONSUMER INTERNET,ONLINE TRAVEL AGENT MARKETPLACE,NOIDA,"RB INVESTMENTS, SAIF PARTNERS, BESSEMER VENTURE PARTNERS",PRIVATE EQUITY,10000000,3
06/02/2017,CAPITAL FLOAT,CONSUMER INTERNET,ONLINE LENDING PLATFORM FOR SALARIED PROFESSIONALS,BENGALURU,IFMR CAPITAL FINANCE,PRIVATE EQUITY,2500000,1
31/01/2017,HEADS UP FOR TAILS,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE PET PRODUCTS STORE,NEW DELHI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,PRIVATE EQUITY,2000000,1
30/01/2017,INTUIT THINGS,TECHNOLOGY,IOT SOLUTIONS FOR HOME AUTOMATION APPLICATIONS,MUMBAI,SANJAY MEHTA AND OTHERS ( THE TEN MINUTE MILLION),SEED FUNDING,106000,1
30/01/2017,CLOUDRINO,TECHNOLOGY,CLOUD BASED VIRTUAL SERVERS,NEW DELHI,THE TEN MINUTE MILLION,SEED FUNDING,22500,1
30/01/2017,FABX,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,USED FURNITURE MARKETPLACE,MUMBAI,THE TEN MINUTE MILLION,SEED FUNDING,68000,1
30/01/2017,MAPTAGS,CONSUMER INTERNET,SMART ONLINE ADDRESS TAGS,BENGALURU,THE TEN MINUTE MILLION,SEED FUNDING,18000,1
26/01/2017,AIRMED LABS,CONSUMER INTERNET,HEALTH TESTS BOOKING PLATFORM AND EPHARMACY,AHMEDABAD,"BRAND CAPITAL, SIDDHIVINAYAK SKYSCRAPERS, DINESH R. CHALLA",PRIVATE EQUITY,1400000,3
26/01/2017,99PERHOUR,CONSUMER INTERNET,HYPERLOCAL HANDYMAN SERVICE PROVIDER,CHENNAI,V AANAND R,SEED FUNDING,300000,1
25/01/2017,RML AGTECH,TECHNOLOGY,AGRI DECISION SUPPORT SOLUTION FOR FARMERS,PUNE,"IVYCAP VENTURES ADVISORS, SINGULARITY VENTURES AND RAVI DHARIWAL",PRIVATE EQUITY,4000000,2
25/01/2017,INSTASAFE,TECHNOLOGY,SECURITYASASERVICE SOLUTION PROVIDER,BENGALURU,ABM KNOWLEDGEWARE,PRIVATE EQUITY,2200000,1
25/01/2017,INFIBEAM,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ECOMMERCE MARKETPLACE,AHMEDABAD,"BENNETT, COLEMAN AND COMPANY LTD",PRIVATE EQUITY,8800000,2
24/01/2017,KHEL NOW,CONSUMER INTERNET,MOBILEBASED SOCIAL PLATFORM FOR SPORTS,BENGALURU,INDOCHINE INTERNATIONAL,PRIVATE EQUITY,500000,1
24/01/2017,NOWFLOATS,CONSUMER INTERNET,PLATFORM TO TAKE BUSINESSES ONLINE,HYDERABAD,"IRON PILLAR AND IIFL, BLUME VENTURES, OMIDYAR NETWORK",PRIVATE EQUITY,10000000,3
24/01/2017,LETS TRANSPORT,CONSUMER INTERNET,ONLINE TRANSPORT VEHICLE BOOKING PLATFORM,BENGALURU,"GMO JAPAN, NEELESH BHATNAGAR",PRIVATE EQUITY,4000000,2
23/01/2017,CUEMATH,TECHNOLOGY,MATHS LEARNING PROGRAM,NEW DELHI,"CAPITALG, SEQUOIA INDIA",PRIVATE EQUITY,15000000,2
